,Year,Country of origin,Country of asylum,Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR
9796,2018,Chad,Syrian Arab Rep.,8,5,0
9797,2018,Eritrea,Syrian Arab Rep.,23,0,0
9798,2018,Ethiopia,Syrian Arab Rep.,17,0,0
9799,2018,Guinea,Syrian Arab Rep.,52,0,0
9800,2018,Cote d'Ivoire,Syrian Arab Rep.,5,0,0
9801,2018,Iran (Islamic Rep. of),Syrian Arab Rep.,46,0,0
9802,2018,Iraq,Syrian Arab Rep.,15699,18339,0
9803,2018,Jordan,Syrian Arab Rep.,19,0,0
9804,2018,Kuwait,Syrian Arab Rep.,5,0,0
9805,2018,Libya,Syrian Arab Rep.,12,0,0
9806,2018,Lebanon,Syrian Arab Rep.,24,6,0
9807,2018,Sri Lanka,Syrian Arab Rep.,0,5,0
9808,2018,Morocco,Syrian Arab Rep.,5,0,0
9809,2018,Pakistan,Syrian Arab Rep.,186,20,0
9810,2018,Saudi Arabia,Syrian Arab Rep.,11,0,0
9811,2018,Sierra Leone,Syrian Arab Rep.,19,0,0
9812,2018,Somalia,Syrian Arab Rep.,371,22,0
9813,2018,Sudan,Syrian Arab Rep.,769,61,0
9814,2018,South Sudan,Syrian Arab Rep.,106,0,0
9815,2018,Syrian Arab Rep.,Syrian Arab Rep.,0,0,6183920
9816,2018,United Rep. of Tanzania,Syrian Arab Rep.,0,5,0
9817,2018,Tunisia,Syrian Arab Rep.,5,0,0
9818,2018,Türkiye,Syrian Arab Rep.,7,13,0
9819,2018,Yemen,Syrian Arab Rep.,159,135,0
9820,2018,Stateless,Syrian Arab Rep.,0,0,0
9821,2018,Burundi,United Rep. of Tanzania,221354,18382,0
9822,2018,Dem. Rep. of the Congo,United Rep. of Tanzania,56561,21122,0
9823,2018,Somalia,United Rep. of Tanzania,150,0,0
9824,2018,Unknown ,United Rep. of Tanzania,257,155,0
9825,2018,Cuba,Turks and Caicos Islands,5,0,0
9826,2018,Afghanistan,Thailand,136,11,0
9827,2018,Egypt,Thailand,15,6,0
9828,2018,Cambodia,Thailand,203,135,0
9829,2018,China,Thailand,186,14,0
9830,2018,Cameroon,Thailand,0,10,0
9831,2018,Dem. Rep. of the Congo,Thailand,21,5,0
9832,2018,Eritrea,Thailand,7,0,0
9833,2018,Ethiopia,Thailand,13,13,0
9834,2018,Palestinian,Thailand,377,6,0
9835,2018,Guinea,Thailand,0,5,0
9836,2018,Cote d'Ivoire,Thailand,15,0,0
9837,2018,Iran (Islamic Rep. of),Thailand,63,43,0
9838,2018,Iraq,Thailand,248,26,0
9839,2018,Jordan,Thailand,5,0,0
9840,2018,Lao People's Dem. Rep.,Thailand,5,0,0
9841,2018,Sri Lanka,Thailand,137,31,0
9842,2018,Myanmar,Thailand,97603,0,0
9843,2018,Nepal,Thailand,10,0,0
9844,2018,Pakistan,Thailand,1942,114,0
9845,2018,Russian Federation,Thailand,5,6,0
9846,2018,Somalia,Thailand,230,39,0
9847,2018,Viet Nam,Thailand,682,448,0
9848,2018,Sudan,Thailand,12,5,0
9849,2018,Syrian Arab Rep.,Thailand,276,7,0
9850,2018,United Rep. of Tanzania,Thailand,5,0,0
9851,2018,Togo,Thailand,6,0,0
9852,2018,Türkiye,Thailand,0,5,0
9853,2018,Uzbekistan,Thailand,0,5,0
9854,2018,Yemen,Thailand,32,0,0
9855,2018,Stateless,Thailand,0,0,0
9856,2018,Afghanistan,Tajikistan,2649,315,0
9857,2018,Iran (Islamic Rep. of),Tajikistan,5,0,0
9858,2018,Stateless,Tajikistan,0,0,0
9859,2018,Afghanistan,Turkmenistan,14,0,0
9860,2018,Azerbaijan,Turkmenistan,7,0,0
9861,2018,Stateless,Turkmenistan,0,0,0
9862,2018,Burundi,Togo,5,0,0
9863,2018,Burkina Faso,Togo,0,5,0
9864,2018,Central African Rep.,Togo,361,140,0
9865,2018,Chad,Togo,17,12,0
9866,2018,Cameroon,Togo,6,10,0
9867,2018,Congo,Togo,29,12,0
9868,2018,Dem. Rep. of the Congo,Togo,107,81,0
9869,2018,Ghana,Togo,9747,5,0
9870,2018,Cote d'Ivoire,Togo,1793,330,0
9871,2018,Iraq,Togo,5,0,0
9872,2018,Lebanon,Togo,0,13,0
9873,2018,Sri Lanka,Togo,0,5,0
9874,2018,Mali,Togo,91,35,0
9875,2018,Nigeria,Togo,8,13,0
9876,2018,Rwanda,Togo,139,0,0
9877,2018,Sudan,Togo,0,5,0
9878,2018,Syrian Arab Rep.,Togo,0,9,0
9879,2018,Türkiye,Togo,27,19,0
9880,2018,Egypt,Trinidad and Tobago,0,5,0
9881,2018,Bangladesh,Trinidad and Tobago,10,78,0
9882,2018,Cameroon,Trinidad and Tobago,0,6,0
9883,2018,Colombia,Trinidad and Tobago,15,29,0
9884,2018,Cuba,Trinidad and Tobago,154,1852,0
9885,2018,Dominican Rep.,Trinidad and Tobago,0,75,0
9886,2018,Ghana,Trinidad and Tobago,0,21,0
9887,2018,Guyana,Trinidad and Tobago,5,16,0
9888,2018,Haiti,Trinidad and Tobago,0,9,0
9889,2018,Jamaica,Trinidad and Tobago,16,25,0
9890,2018,Sri Lanka,Trinidad and Tobago,5,0,0
9891,2018,Mexico,Trinidad and Tobago,6,0,0
9892,2018,Nicaragua,Trinidad and Tobago,0,5,0
9893,2018,Nigeria,Trinidad and Tobago,5,100,0
9894,2018,Pakistan,Trinidad and Tobago,9,15,0
9895,2018,Syrian Arab Rep.,Trinidad and Tobago,57,37,0
9896,2018,Tajikistan,Trinidad and Tobago,0,5,0
9897,2018,Trinidad and Tobago,Trinidad and Tobago,0,0,0
9898,2018,Saint Vincent and the Grenadines,Trinidad and Tobago,5,0,0
9899,2018,Venezuela (Bolivarian Republic of),Trinidad and Tobago,497,7659,0
9900,2018,Algeria,Tunisia,8,5,0
9901,2018,Central African Rep.,Tunisia,7,6,0
9902,2018,Cameroon,Tunisia,5,16,0
9903,2018,Dem. Rep. of the Congo,Tunisia,0,11,0
9904,2018,Eritrea,Tunisia,5,44,0
9905,2018,Palestinian,Tunisia,37,5,0
9906,2018,Ghana,Tunisia,0,5,0
9907,2018,Guinea,Tunisia,0,13,0
9908,2018,Cote d'Ivoire,Tunisia,5,64,0
9909,2018,Iran (Islamic Rep. of),Tunisia,5,0,0
9910,2018,Iraq,Tunisia,19,5,0
9911,2018,Libya,Tunisia,0,5,0
9912,2018,Lebanon,Tunisia,6,0,0
9913,2018,Nigeria,Tunisia,0,13,0
9914,2018,Rwanda,Tunisia,6,0,0
9915,2018,Sierra Leone,Tunisia,0,5,0
9916,2018,Somalia,Tunisia,5,0,0
9917,2018,Sudan,Tunisia,26,6,0
9918,2018,Syrian Arab Rep.,Tunisia,927,0,0
9919,2018,Türkiye,Tunisia,0,15,0
9920,2018,Yemen,Tunisia,0,32,0
9921,2018,Afghanistan,Türkiye,6606,164913,0
9922,2018,Algeria,Türkiye,5,24,0
9923,2018,Angola,Türkiye,5,15,0
9924,2018,Egypt,Türkiye,59,317,0
9925,2018,Azerbaijan,Türkiye,5,0,0
9926,2018,Burundi,Türkiye,5,33,0
9927,2018,Bangladesh,Türkiye,0,171,0
9928,2018,Central African Rep.,Türkiye,0,19,0
9929,2018,China,Türkiye,13,417,0
9930,2018,Cameroon,Türkiye,6,61,0
9931,2018,Congo,Türkiye,6,92,0
9932,2018,Dem. Rep. of the Congo,Türkiye,45,614,0
9933,2018,Djibouti,Türkiye,0,39,0
9934,2018,Eritrea,Türkiye,64,183,0
9935,2018,Ethiopia,Türkiye,73,266,0
9936,2018,Gabon,Türkiye,0,8,0
9937,2018,Gambia,Türkiye,0,11,0
9938,2018,Palestinian,Türkiye,1226,570,0
9939,2018,Ghana,Türkiye,0,11,0
9940,2018,Guinea,Türkiye,10,17,0
9941,2018,Cote d'Ivoire,Türkiye,10,14,0
9942,2018,India,Türkiye,0,5,0
9943,2018,Iran (Islamic Rep. of),Türkiye,8731,30489,0
9944,2018,Iraq,Türkiye,39088,103640,0
9945,2018,Jordan,Türkiye,36,97,0
9946,2018,Kazakhstan,Türkiye,0,21,0
9947,2018,Kenya,Türkiye,0,5,0
9948,2018,Kyrgyzstan,Türkiye,175,93,0
9949,2018,Kuwait,Türkiye,0,5,0
9950,2018,Liberia,Türkiye,5,5,0
9951,2018,Libya,Türkiye,27,87,0
9952,2018,Lebanon,Türkiye,13,29,0
9953,2018,Sri Lanka,Türkiye,15,9,0
9954,2018,Mauritania,Türkiye,8,0,0
9955,2018,Mali,Türkiye,0,21,0
9956,2018,Malaysia,Türkiye,0,5,0
9957,2018,Mongolia,Türkiye,0,110,0
9958,2018,Morocco,Türkiye,33,75,0
9959,2018,Myanmar,Türkiye,0,26,0
9960,2018,Nepal,Türkiye,0,5,0
9961,2018,Niger,Türkiye,0,5,0
9962,2018,Nigeria,Türkiye,10,85,0
9963,2018,Pakistan,Türkiye,51,2303,0
9964,2018,Philippines,Türkiye,5,7,0
9965,2018,Russian Federation,Türkiye,5,0,0
9966,2018,Rwanda,Türkiye,0,5,0
9967,2018,Saudi Arabia,Türkiye,5,11,0
9968,2018,Senegal,Türkiye,5,13,0
9969,2018,Sierra Leone,Türkiye,5,7,0
9970,2018,Somalia,Türkiye,2220,3536,0
9971,2018,Sudan,Türkiye,266,148,0
9972,2018,South Sudan,Türkiye,5,5,0
9973,2018,Syrian Arab Rep.,Türkiye,3622366,111,0
9974,2018,United Rep. of Tanzania,Türkiye,0,5,0
9975,2018,Tajikistan,Türkiye,8,283,0
9976,2018,Turkmenistan,Türkiye,6,721,0
9977,2018,Togo,Türkiye,0,6,0
9978,2018,Tunisia,Türkiye,13,38,0
9979,2018,United Arab Emirates,Türkiye,6,21,0
9980,2018,Uganda,Türkiye,15,470,0
9981,2018,Uzbekistan,Türkiye,45,664,0
9982,2018,Yemen,Türkiye,169,608,0
9983,2018,Zimbabwe,Türkiye,6,59,0
9984,2018,Stateless,Türkiye,208,66,0
9985,2018,Afghanistan,United Arab Emirates,5,20,0
9986,2018,Egypt,United Arab Emirates,0,0,0
9987,2018,Eritrea,United Arab Emirates,5,6,0
9988,2018,Ethiopia,United Arab Emirates,10,0,0
9989,2018,Palestinian,United Arab Emirates,5,40,0
9990,2018,Iran (Islamic Rep. of),United Arab Emirates,8,8,0
9991,2018,Iraq,United Arab Emirates,778,556,0
9992,2018,Jordan,United Arab Emirates,0,0,0
9993,2018,Kuwait,United Arab Emirates,5,0,0
9994,2018,Libya,United Arab Emirates,0,5,0
9995,2018,Lebanon,United Arab Emirates,15,0,0
9996,2018,Morocco,United Arab Emirates,0,0,0
9997,2018,Pakistan,United Arab Emirates,5,0,0
9998,2018,Philippines,United Arab Emirates,0,0,0
9999,2018,Saudi Arabia,United Arab Emirates,5,0,0
10000,2018,Somalia,United Arab Emirates,21,0,0
10001,2018,Sudan,United Arab Emirates,8,12,0
10002,2018,Syrian Arab Rep.,United Arab Emirates,287,5820,0
10003,2018,Uganda,United Arab Emirates,5,0,0
10004,2018,Yemen,United Arab Emirates,5,33,0
10005,2018,Egypt,Uganda,0,5,0
10006,2018,Burundi,Uganda,32518,2463,0
10007,2018,Central African Rep.,Uganda,23,5,0
10008,2018,Chad,Uganda,7,0,0
10009,2018,Congo,Uganda,6,0,0
10010,2018,Dem. Rep. of the Congo,Uganda,303092,9607,0
10011,2018,Eritrea,Uganda,3373,6149,0
10012,2018,Ethiopia,Uganda,1708,675,0
10013,2018,Kenya,Uganda,194,20,0
10014,2018,Liberia,Uganda,5,0,0
10015,2018,Mali,Uganda,0,5,0
10016,2018,Nigeria,Uganda,10,0,0
10017,2018,Pakistan,Uganda,220,91,0
10018,2018,Rwanda,Uganda,14024,589,0
10019,2018,Senegal,Uganda,11,0,0
10020,2018,Somalia,Uganda,18764,4869,0
10021,2018,Sudan,Uganda,2802,347,0
10022,2018,South Sudan,Uganda,788848,439,0
10023,2018,Syrian Arab Rep.,Uganda,5,5,0
10024,2018,United Rep. of Tanzania,Uganda,8,0,0
10025,2018,Türkiye,Uganda,8,0,0
10026,2018,Uganda,Uganda,0,0,0
10027,2018,Yemen,Uganda,20,0,0
10028,2018,Afghanistan,Ukraine,1013,2905,0
10029,2018,Algeria,Ukraine,0,13,0
10030,2018,Angola,Ukraine,24,10,0
10031,2018,Egypt,Ukraine,5,22,0
10032,2018,Armenia,Ukraine,189,28,0
10033,2018,Azerbaijan,Ukraine,116,42,0
10034,2018,Burundi,Ukraine,0,7,0
10035,2018,Bangladesh,Ukraine,0,158,0
10036,2018,Bahamas,Ukraine,0,5,0
10037,2018,Belarus,Ukraine,23,39,0
10038,2018,Cambodia,Ukraine,0,5,0
10039,2018,Chad,Ukraine,7,5,0
10040,2018,China,Ukraine,0,12,0
10041,2018,Cameroon,Ukraine,0,98,0
10042,2018,Congo,Ukraine,18,39,0
10043,2018,Dem. Rep. of the Congo,Ukraine,53,125,0
10044,2018,Cuba,Ukraine,0,11,0
10045,2018,Eritrea,Ukraine,12,22,0
10046,2018,Ethiopia,Ukraine,28,30,0
10047,2018,Gambia,Ukraine,0,5,0
10048,2018,Palestinian,Ukraine,18,168,0
10049,2018,Georgia,Ukraine,48,98,0
10050,2018,Ghana,Ukraine,0,5,0
10051,2018,Guinea,Ukraine,5,123,0
10052,2018,Cote d'Ivoire,Ukraine,0,27,0
10053,2018,India,Ukraine,8,32,0
10054,2018,Iran (Islamic Rep. of),Ukraine,55,115,0
10055,2018,Iraq,Ukraine,79,268,0
10056,2018,Jordan,Ukraine,5,25,0
10057,2018,Kazakhstan,Ukraine,7,11,0
10058,2018,Kenya,Ukraine,0,6,0
10059,2018,Kyrgyzstan,Ukraine,6,148,0
10060,2018,Liberia,Ukraine,0,16,0
10061,2018,Libya,Ukraine,0,24,0
10062,2018,Lebanon,Ukraine,9,22,0
10063,2018,Sri Lanka,Ukraine,7,66,0
10064,2018,Rep. of Moldova,Ukraine,0,5,0
10065,2018,Mali,Ukraine,0,5,0
10066,2018,Morocco,Ukraine,0,5,0
10067,2018,Myanmar,Ukraine,0,13,0
10068,2018,Nepal,Ukraine,0,19,0
10069,2018,Nigeria,Ukraine,5,65,0
10070,2018,Pakistan,Ukraine,9,195,0
10071,2018,Russian Federation,Ukraine,137,200,0
10072,2018,Rwanda,Ukraine,5,0,0
10073,2018,Serbia and Kosovo: S/RES/1244 (1999),Ukraine,5,0,0
10074,2018,Sierra Leone,Ukraine,5,10,0
10075,2018,Somalia,Ukraine,98,300,0
10076,2018,Viet Nam,Ukraine,0,34,0
10077,2018,Sudan,Ukraine,29,115,0
10078,2018,Syrian Arab Rep.,Ukraine,457,489,0
10079,2018,Tajikistan,Ukraine,20,45,0
10080,2018,Turkmenistan,Ukraine,7,5,0
10081,2018,Togo,Ukraine,0,5,0
10082,2018,Tunisia,Ukraine,0,10,0
10083,2018,Türkiye,Ukraine,12,37,0
10084,2018,Uganda,Ukraine,0,5,0
10085,2018,Ukraine,Ukraine,0,0,1500002
10086,2018,Uzbekistan,Ukraine,30,73,0
10087,2018,Western Sahara,Ukraine,0,5,0
10088,2018,Yemen,Ukraine,5,6,0
10089,2018,Stateless,Ukraine,47,8,0
10090,2018,Angola,Uruguay,9,6,0
10091,2018,Egypt,Uruguay,0,5,0
10092,2018,Argentina,Uruguay,0,6,0
10093,2018,Bolivia (Plurinational State of),Uruguay,5,0,0
10094,2018,Brazil,Uruguay,0,8,0
10095,2018,Cameroon,Uruguay,9,0,0
10096,2018,Congo,Uruguay,5,0,0
10097,2018,Colombia,Uruguay,149,19,0
10098,2018,Cuba,Uruguay,15,6183,0
10099,2018,Dominican Rep.,Uruguay,0,14,0
10100,2018,Ecuador,Uruguay,7,0,0
10101,2018,Haiti,Uruguay,0,5,0
10102,2018,Libya,Uruguay,5,0,0
10103,2018,Latvia,Uruguay,5,0,0
10104,2018,Mexico,Uruguay,5,0,0
10105,2018,Morocco,Uruguay,0,10,0
10106,2018,Nicaragua,Uruguay,0,12,0
10107,2018,Nigeria,Uruguay,17,17,0
10108,2018,Paraguay,Uruguay,5,0,0
10109,2018,Peru,Uruguay,6,0,0
10110,2018,Russian Federation,Uruguay,12,6,0
10111,2018,El Salvador,Uruguay,26,22,0
10112,2018,Senegal,Uruguay,0,27,0
10113,2018,Somalia,Uruguay,5,0,0
10114,2018,Spain,Uruguay,0,5,0
10115,2018,Syrian Arab Rep.,Uruguay,61,0,0
10116,2018,Türkiye,Uruguay,5,8,0
10117,2018,Ukraine,Uruguay,11,0,0
10118,2018,Venezuela (Bolivarian Republic of),Uruguay,17,51,0
10119,2018,Afghanistan,United States of America,1599,765,0
10120,2018,Albania,United States of America,1516,1717,0
10121,2018,Algeria,United States of America,147,333,0
10122,2018,Angola,United States of America,207,1416,0
10123,2018,Antigua and Barbuda,United States of America,5,5,0
10124,2018,Egypt,United States of America,13163,4677,0
10125,2018,Argentina,United States of America,45,231,0
10126,2018,Armenia,United States of America,1639,2456,0
10127,2018,Australia,United States of America,0,10,0
10128,2018,Austria,United States of America,14,0,0
10129,2018,Azerbaijan,United States of America,386,1003,0
10130,2018,Bahrain,United States of America,47,28,0
10131,2018,Barbados,United States of America,0,10,0
10132,2018,Burundi,United States of America,789,655,0
10133,2018,Belgium,United States of America,29,34,0
10134,2018,Benin,United States of America,95,202,0
10135,2018,Bangladesh,United States of America,1628,6444,0
10136,2018,Bahamas,United States of America,180,86,0
10137,2018,Bhutan,United States of America,41,330,0
10138,2018,Burkina Faso,United States of America,1300,3303,0
10139,2018,Belarus,United States of America,1634,1970,0
10140,2018,Bolivia (Plurinational State of),United States of America,105,405,0
10141,2018,Botswana,United States of America,0,7,0
10142,2018,Brazil,United States of America,709,7378,0
10143,2018,Bosnia and Herzegovina,United States of America,100,192,0
10144,2018,Bulgaria,United States of America,277,254,0
10145,2018,Belize,United States of America,44,204,0
10146,2018,Cambodia,United States of America,148,64,0
10147,2018,Canada,United States of America,42,54,0
10148,2018,Central African Rep.,United States of America,215,106,0
10149,2018,Cayman Islands,United States of America,6,0,0
10150,2018,Chad,United States of America,309,212,0
10151,2018,China,United States of America,77710,66561,0
10152,2018,Chile,United States of America,25,179,0
10153,2018,Cameroon,United States of America,4300,4414,0
10154,2018,Congo,United States of America,1247,270,0
10155,2018,Dem. Rep. of the Congo,United States of America,1232,2819,0
10156,2018,Comoros,United States of America,5,0,0
10157,2018,Colombia,United States of America,3292,9398,0
10158,2018,Costa Rica,United States of America,171,486,0
10159,2018,Cuba,United States of America,611,1398,0
10160,2018,Cabo Verde,United States of America,0,23,0
10161,2018,Cyprus,United States of America,0,5,0
10162,2018,Czechia,United States of America,15,27,0
10163,2018,Denmark,United States of America,0,5,0
10164,2018,Djibouti,United States of America,302,525,0
10165,2018,Dominica,United States of America,11,25,0
10166,2018,Dominican Rep.,United States of America,208,1003,0
10167,2018,Ecuador,United States of America,1144,17302,0
10168,2018,Equatorial Guinea,United States of America,11,42,0
10169,2018,Eritrea,United States of America,5725,1372,0
10170,2018,Estonia,United States of America,264,37,0
10171,2018,Ethiopia,United States of America,9635,5679,0
10172,2018,French Guiana,United States of America,0,5,0
10173,2018,Fiji,United States of America,185,253,0
10174,2018,Finland,United States of America,5,0,0
10175,2018,France,United States of America,24,128,0
10176,2018,Gabon,United States of America,49,217,0
10177,2018,Gambia,United States of America,1521,836,0
10178,2018,Palestinian,United States of America,5,77,0
10179,2018,United Kingdom of Great Britain and Northern Ireland,United States of America,36,114,0
10180,2018,Georgia,United States of America,411,1581,0
10181,2018,Germany,United States of America,42,125,0
10182,2018,Ghana,United States of America,429,935,0
10183,2018,Guinea-Bissau,United States of America,23,20,0
10184,2018,Greece,United States of America,15,68,0
10185,2018,Grenada,United States of America,22,38,0
10186,2018,Guatemala,United States of America,17610,84848,0
10187,2018,Guinea,United States of America,2146,1126,0
10188,2018,Guyana,United States of America,98,376,0
10189,2018,Haiti,United States of America,16192,17073,0
10190,2018,"China, Hong Kong SAR",United States of America,0,6,0
10191,2018,Honduras,United States of America,12578,60417,0
10192,2018,Croatia,United States of America,32,37,0
10193,2018,Hungary,United States of America,18,212,0
10194,2018,Cote d'Ivoire,United States of America,1233,1157,0
10195,2018,India,United States of America,6110,28489,0
10196,2018,Indonesia,United States of America,1379,2036,0
10197,2018,Ireland,United States of America,0,26,0
10198,2018,Iran (Islamic Rep. of),United States of America,5648,3158,0
10199,2018,Iraq,United States of America,5947,3626,0
10200,2018,Israel,United States of America,138,477,0
10201,2018,Italy,United States of America,22,190,0
10202,2018,Jamaica,United States of America,832,958,0
10203,2018,Jordan,United States of America,557,2045,0
10204,2018,Japan,United States of America,8,82,0
10205,2018,Kazakhstan,United States of America,843,1809,0
10206,2018,Kenya,United States of America,1987,3836,0
10207,2018,Kyrgyzstan,United States of America,1412,1430,0
10208,2018,Rep. of Korea,United States of America,33,207,0
10209,2018,Dem. People's Rep. of Korea,United States of America,8,35,0
10210,2018,Kuwait,United States of America,148,195,0
10211,2018,Lao People's Dem. Rep.,United States of America,97,162,0
10212,2018,Liberia,United States of America,1252,985,0
10213,2018,Libya,United States of America,361,1034,0
10214,2018,Saint Lucia,United States of America,9,21,0
10215,2018,Lebanon,United States of America,396,732,0
10216,2018,Lesotho,United States of America,6,0,0
10217,2018,Sri Lanka,United States of America,1281,1624,0
10218,2018,Lithuania,United States of America,19,62,0
10219,2018,Latvia,United States of America,24,82,0
10220,2018,Madagascar,United States of America,14,14,0
10221,2018,Mauritania,United States of America,983,810,0
10222,2018,North Macedonia,United States of America,123,179,0
10223,2018,Monaco,United States of America,5,0,0
10224,2018,Rep. of Moldova,United States of America,1502,2214,0
10225,2018,Maldives,United States of America,6,5,0
10226,2018,Mexico,United States of America,9271,85596,0
10227,2018,Marshall Islands,United States of America,7,0,0
10228,2018,Mali,United States of America,1191,574,0
10229,2018,Malaysia,United States of America,94,301,0
10230,2018,Malawi,United States of America,35,99,0
10231,2018,Mongolia,United States of America,758,1995,0
10232,2018,Morocco,United States of America,111,215,0
10233,2018,Mozambique,United States of America,5,37,0
10234,2018,Malta,United States of America,0,5,0
10235,2018,Montenegro,United States of America,120,259,0
10236,2018,Mauritius,United States of America,36,42,0
10237,2018,Myanmar,United States of America,1553,956,0
10238,2018,Namibia,United States of America,44,7,0
10239,2018,Nepal,United States of America,7053,6724,0
10240,2018,Netherlands,United States of America,11,51,0
10241,2018,Niger,United States of America,137,290,0
10242,2018,Nicaragua,United States of America,672,2721,0
10243,2018,Nigeria,United States of America,1703,8685,0
10244,2018,Niue,United States of America,19,5,0
10245,2018,Oman,United States of America,5,11,0
10246,2018,Pakistan,United States of America,3722,5334,0
10247,2018,Panama,United States of America,14,84,0
10248,2018,Paraguay,United States of America,21,82,0
10249,2018,Peru,United States of America,501,2942,0
10250,2018,Philippines,United States of America,166,1457,0
10251,2018,Poland,United States of America,17,765,0
10252,2018,Portugal,United States of America,5,129,0
10253,2018,Qatar,United States of America,13,33,0
10254,2018,Romania,United States of America,401,3116,0
10255,2018,South Africa,United States of America,47,419,0
10256,2018,Russian Federation,United States of America,5813,8901,0
10257,2018,Rwanda,United States of America,1152,788,0
10258,2018,El Salvador,United States of America,22152,101000,0
10259,2018,Saudi Arabia,United States of America,482,770,0
10260,2018,Serbia and Kosovo: S/RES/1244 (1999),United States of America,918,664,0
10261,2018,Senegal,United States of America,406,603,0
10262,2018,Seychelles,United States of America,5,0,0
10263,2018,Singapore,United States of America,13,32,0
10264,2018,Sierra Leone,United States of America,492,308,0
10265,2018,Somalia,United States of America,2231,423,0
10266,2018,Spain,United States of America,13,72,0
10267,2018,Viet Nam,United States of America,275,571,0
10268,2018,Saint Kitts and Nevis,United States of America,5,0,0
10269,2018,Sudan,United States of America,1411,883,0
10270,2018,Suriname,United States of America,12,26,0
10271,2018,South Sudan,United States of America,24,34,0
10272,2018,Slovakia,United States of America,8,15,0
10273,2018,Slovenia,United States of America,6,5,0
10274,2018,Eswatini,United States of America,5,10,0
10275,2018,Sweden,United States of America,8,10,0
10276,2018,Switzerland,United States of America,5,13,0
10277,2018,Syrian Arab Rep.,United States of America,7998,3057,0
10278,2018,United Rep. of Tanzania,United States of America,131,174,0
10279,2018,Turks and Caicos Islands,United States of America,14,0,0
10280,2018,Thailand,United States of America,36,475,0
10281,2018,Tajikistan,United States of America,316,415,0
10282,2018,Turkmenistan,United States of America,193,260,0
10283,2018,Togo,United States of America,588,530,0
10284,2018,Tonga,United States of America,0,6,0
10285,2018,Trinidad and Tobago,United States of America,51,215,0
10286,2018,Tunisia,United States of America,82,228,0
10287,2018,Türkiye,United States of America,1127,3390,0
10288,2018,United Arab Emirates,United States of America,59,150,0
10289,2018,Uganda,United States of America,1560,2403,0
10290,2018,Ukraine,United States of America,2270,7661,0
10291,2018,Uruguay,United States of America,0,116,0
10292,2018,Uzbekistan,United States of America,1246,1893,0
10293,2018,Vanuatu,United States of America,0,12,0
10294,2018,Saint Vincent and the Grenadines,United States of America,31,25,0
10295,2018,Venezuela (Bolivarian Republic of),United States of America,11259,81800,0
10296,2018,Yemen,United States of America,606,800,0
10297,2018,Zambia,United States of America,46,142,0
10298,2018,Zimbabwe,United States of America,916,783,0
10299,2018,Stateless,United States of America,332,0,0
10300,2018,Guadeloupe,United States of America,0,11,0
10301,2018,Curacao ,United States of America,35,0,0
10302,2018,Unknown ,United States of America,5027,4091,0
10303,2018,Afghanistan,Uzbekistan,13,0,0
10304,2018,Stateless,Uzbekistan,0,0,0
10305,2018,Afghanistan,Venezuela (Bolivarian Republic of),10,0,0
10306,2018,Chile,Venezuela (Bolivarian Republic of),10,0,0
10307,2018,Congo,Venezuela (Bolivarian Republic of),5,0,0
10308,2018,Colombia,Venezuela (Bolivarian Republic of),67156,142,0
10309,2018,Palestinian,Venezuela (Bolivarian Republic of),7,0,0
10310,2018,Haiti,Venezuela (Bolivarian Republic of),7,0,0
10311,2018,Iraq,Venezuela (Bolivarian Republic of),18,0,0
10312,2018,Liberia,Venezuela (Bolivarian Republic of),9,0,0
10313,2018,Libya,Venezuela (Bolivarian Republic of),5,0,0
10314,2018,Lebanon,Venezuela (Bolivarian Republic of),12,0,0
10315,2018,Nigeria,Venezuela (Bolivarian Republic of),7,0,0
10316,2018,Peru,Venezuela (Bolivarian Republic of),5,0,0
10317,2018,Rwanda,Venezuela (Bolivarian Republic of),5,0,0
10318,2018,Sierra Leone,Venezuela (Bolivarian Republic of),5,0,0
10319,2018,Syrian Arab Rep.,Venezuela (Bolivarian Republic of),5,0,0
10320,2018,Türkiye,Venezuela (Bolivarian Republic of),6,0,0
10321,2018,Western Sahara,Venezuela (Bolivarian Republic of),11,0,0
10322,2018,Sri Lanka,Samoa,5,0,0
10323,2018,Algeria,Yemen,0,5,0
10324,2018,Egypt,Yemen,16,5,0
10325,2018,Dem. Rep. of the Congo,Yemen,5,0,0
10326,2018,Djibouti,Yemen,0,5,0
10327,2018,Eritrea,Yemen,1389,381,0
10328,2018,Ethiopia,Yemen,6448,7213,0
10329,2018,Palestinian,Yemen,619,227,0
10330,2018,Iran (Islamic Rep. of),Yemen,5,0,0
10331,2018,Iraq,Yemen,3330,53,0
10332,2018,Jordan,Yemen,12,0,0
10333,2018,Lebanon,Yemen,0,6,0
10334,2018,Pakistan,Yemen,0,9,0
10335,2018,Somalia,Yemen,248955,62,0
10336,2018,Viet Nam,Yemen,15,0,0
10337,2018,Sudan,Yemen,119,433,0
10338,2018,Syrian Arab Rep.,Yemen,3446,406,0
10339,2018,United Rep. of Tanzania,Yemen,0,0,0
10340,2018,Yemen,Yemen,0,0,2144719
10341,2018,Angola,Zambia,0,0,0
10342,2018,Burundi,Zambia,4483,1110,0
10343,2018,Congo,Zambia,7,0,0
10344,2018,Dem. Rep. of the Congo,Zambia,41490,1790,0
10345,2018,Eritrea,Zambia,22,21,0
